Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mean_Sat,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Qtr
5.0,4.0635096208,3.49148636213,5.0,3.26161102294,4.04815533426,4.0,3.83802532946,4.07667063106,3.99097789524,3.0,4.0,4.0,4.0,1.0,3.0,3.88999955203,1.0,4.0,3.0,4.0,4.0,4.0,3.79245722762,4.0,4.0,3.49148636213,3.49148636213,4.0,4.0,4.0,3.0,3.0,3.52889431702,4.0,5.0,4.04404396283,3.9226135765,3.95300076844,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0
3.0,3.23769495255,3.6248944799,3.08860690039,2.94157574129,4.0,3.5314523673,2.96488517651,3.30585219479,3.16754364746,3.46528859968,4.0,4.0,4.0,4.0,4.0,3.3130250658,1.0,3.7142857143,3.0,3.0,3.69497039516,5.0,3.8743325581,3.0,3.0,3.6248944799,3.6248944799,4.0,4.0,4.0,2.0,4.0,3.2342473852,4.0,3.64490132959,3.53813976244,3.41848192056,3.47068654842,4.0,3.57800274263,4.0,3.57772386059,3.0,4.0,4.0,5.0
4.0,4.0,3.64905427346,3.56821836661,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.19669928415,5.0,3.0,4.0,3.26043025306,1.0,4.0,3.0,4.0,3.0,3.0,3.65393099945,3.0,3.0,3.64905427346,3.64905427346,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.67075987036,3.47922775704,3.37407741066,3.42195498026,5.0,4.0,5.0,5.0,4.10658738428,5.0,5.0,5.0
4.0,4.0,3.65746767929,3.61435220449,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0571428571,4.0,4.0,4.0,5.0,3.83494287471,4.0,4.0,3.65746767929,3.65746767929,5.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,3.58229027024,3.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0
5.0,4.37042063237,3.88037866766,5.0,3.85667379284,4.39244745973,4.0,4.18894276846,4.43860953278,4.37719185194,4.11740314654,4.0,3.64170912674,5.0,3.0,4.0,4.05868356677,1.0,4.2272727273,4.0,4.0,4.0,4.0,3.91087648378,4.0,4.0,3.88037866766,3.88037866766,4.0,5.0,4.0,4.0,3.0,4.04061059702,4.0,4.28673934183,4.20407789477,4.08348191076,4.10796912236,4.0,5.0,5.0,4.0,4.00273648669,3.0,5.0,5.0
4.0,3.28290319408,3.34953849955,3.0,1.8213925093,3.2954831806,3.0555509138,2.80880379931,3.34686612427,3.16718420266,3.0,3.0,3.336483352,5.0,3.0,2.0,3.19960586025,1.0,3.5294117647,3.37785717717,2.63764453259,2.61581299493,4.05214547613,2.68043662117,2.90851058629,2.43838365121,3.34953849955,3.34953849955,5.0,4.0,4.0,2.0,5.0,2.34050235618,3.0,3.68937428302,3.48141412396,3.41211732214,3.36116675072,4.0,3.0,2.0,3.40917351866,3.78521563028,3.0,5.0,5.0
4.08013086472,3.93637570992,3.55053546763,3.81542178417,3.0,3.94505629918,3.50459482884,3.72085781142,3.99193207936,3.91131134186,4.0,4.0,4.0,5.0,2.0,4.0,3.60040279147,1.0,3.9411764706,3.89588452669,3.55394672885,3.57746264932,4.01746961316,3.60219711162,3.45042585362,3.35396513372,3.55053546763,3.55053546763,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.88160312166,3.77802645686,3.65935449731,3.69252903315,4.0,4.04811978556,4.0,3.9411764706,3.88850575776,4.0,4.0,5.0
4.0,5.0,4.00584214781,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.5333535342,5.0,1.0,5.0,4.0,1.0,4.5294117647,5.0,4.0,4.0,4.0,4.3498200347,4.0,4.0,4.00584214781,4.00584214781,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.27177761686,4.0,4.0,5.0,5.0,5.0,4.59189104637,4.66660752542,4.0,5.0,5.0
5.0,4.33935425427,3.7200736965,5.0,2.8690451107,4.29256196312,3.71954505122,3.9847063945,4.37669305059,4.26587065974,3.0,4.0,3.63197456792,5.0,2.0,3.0,4.1308521193,1.0,4.2352941177,5.0,3.24707236608,3.33424624353,4.27561107917,3.33493965549,3.5194769886,3.24343651615,3.7200736965,3.7200736965,5.0,4.0,4.0,3.0,4.0,3.26708188884,3.96509947484,5.0,4.31613491871,4.23339755785,4.1878506653,5.0,5.0,4.0,4.0,4.36030848419,3.0,5.0,5.0
5.0,4.70109140753,4.01329987028,4.0,4.09272458301,4.64548049224,4.0,4.48540159146,4.72518990705,4.662862365,5.0,4.0,5.0,5.0,1.0,4.0,4.32013967518,1.0,4.5769230769,4.57008475907,4.0,4.0,5.0,4.20702416859,4.0,4.0,4.01329987028,4.01329987028,5.0,5.0,4.0,4.0,4.0,4.31564020287,5.0,5.0,4.46908284435,4.36218376762,4.38811821448,5.0,5.0,5.0,4.57717962603,5.0,5.0,5.0,5.0
4.02495719515,3.86706520907,3.49598647371,3.71782419464,3.60024988046,3.87577631933,3.38783165383,3.68728978109,3.91804697947,3.83406965283,3.93421305979,3.82888723335,4.0822495941,4.31328048588,1.0,3.65347965753,3.36051557,0.0,3.89747821527,3.85763112235,3.58365936003,3.6106811727,3.92332056424,3.60457134981,3.30201513991,3.32739236771,3.49598647371,3.49598647371,4.19242666629,4.10929567337,3.82814916643,3.93841173601,3.74038079246,3.79218549172,4.01980402908,3.66948825748,3.56775803202,3.42437893047,3.49336940193,4.18058248567,4.02694771256,3.96343880121,3.89889501507,4.04288240347,3.5009035343,4.31611065589,5.0
5.0,3.98721330133,3.65328630996,5.0,3.85273810292,3.96503808724,3.32593388917,3.77781182902,4.05828106212,3.97426537575,4.0,4.0,5.0,5.0,1.0,4.0,3.23226476056,1.0,4.45,4.04920638417,3.4679906015,3.53616511137,3.9747943651,3.46737940416,3.2308505035,3.21271311405,3.65328630996,3.65328630996,5.0,5.0,4.0,5.0,5.0,4.04467305154,5.0,2.0,3.47532976358,3.34622144061,3.40823485814,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0
5.0,4.70632762041,3.86558261759,5.0,3.43589413507,4.63278105742,3.91473063453,4.41515722145,4.73243421979,4.64527326153,4.0,4.14593129185,5.0,5.0,1.0,4.0,4.31344115668,1.0,4.25,5.0,3.53035497688,3.66087692681,4.3409564453,3.61251673856,3.6816225635,3.54905405005,3.86558261759,3.86558261759,4.0,4.0,4.17929840547,4.0,5.0,3.76655482532,4.0,4.58147487067,4.48662583783,4.38612247539,4.36679207362,5.0,4.68209175141,1.0,5.0,5.0,3.0,5.0,5.0
5.0,5.0,3.95420528408,5.0,4.0,5.0,4.42302011353,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,4.61450009961,1.0,4.6538461539,4.54347006679,4.51075740501,4.54568463624,4.60443416691,4.60056807865,4.36936748826,4.36201214797,3.95420528408,3.95420528408,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6944235352,4.70010346391,4.58719106574,4.62293356669,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0
1.0,1.0,3.76573397482,2.1452027622,5.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,1.0,3.6,4.0,4.0,4.0,5.0,5.64224110914,4.0,4.0,3.76573397482,3.76573397482,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,2.96729233287,4.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0
4.25706262583,4.09691959292,3.522229732,3.93066301889,3.34559869819,4.09899623333,3.47663307232,3.8954782902,4.13803994375,4.0479711805,3.73545760361,3.81833770116,3.77062454862,4.24402065018,1.0,3.53925757697,3.67628064155,0.0,3.88322046463,3.90203736024,3.45160881883,3.51066321044,3.94209646064,3.50135613973,3.31020142935,3.32232523383,3.522229732,3.522229732,4.10418608327,4.09046243182,3.76764300937,3.8617298349,3.76274293346,3.59076410472,3.97423430975,3.92713433458,3.86954364719,3.72420149872,3.76594777616,4.04388658502,4.16054331182,3.90705742145,3.88583966288,4.01088626996,3.50728230191,4.24825240731,5.0
5.0,4.51331489628,3.80086479674,4.0,3.5846773637,4.45141520119,3.81070191169,4.2498023665,4.54615012098,4.46418037424,4.0,4.0,5.0,5.0,1.0,4.0,4.0631657526,1.0,4.45,4.31569506752,3.59634506795,3.7030162586,4.26822049274,3.65926923828,3.62996865198,3.53004328659,3.80086479674,3.80086479674,5.0,4.0,4.0,4.0,4.0,3.87030447162,4.0,4.0,4.24404650741,4.13835377212,4.14261349564,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
2.0,3.32737433306,3.36347849515,3.15410708549,2.79775933616,3.37520835447,3.54274041002,3.04370277083,3.35721966274,3.23799230516,3.31983743151,4.0,3.0,4.0,3.0,2.0,3.42877394195,1.0,3.6,4.0,3.74127343651,3.63331568058,4.19775526401,3.78400592862,3.57392639077,3.35499907079,3.36347849515,3.36347849515,4.0,5.0,4.0,3.0,3.0,3.1059985454,4.0,3.69006787631,3.61207849932,3.51039897835,3.54491657739,4.0,3.54277218282,4.0,3.53220204723,3.20385644558,4.0,4.0,5.0
3.0,3.0,3.4661825021,3.44031120255,2.0,3.0,2.94847000162,2.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.1653617678,1.0,3.1785714286,3.46629936214,2.0,2.88110997854,3.68070247942,2.94052026355,3.0,3.0,3.4661825021,3.4661825021,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.53339900272,3.38055797109,3.25297643864,3.26296196128,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0
4.0,4.00182555099,3.82451370085,3.92789993636,3.83951968004,4.01907596613,3.5536752309,3.77735755792,4.09366422341,4.01946168638,4.19146370321,4.0,4.19349834832,5.0,1.0,4.0,3.53875485484,1.0,4.4,4.0,3.65569078125,3.67349737956,4.18939534822,3.68508141151,3.58365494737,3.40219802088,3.82451370085,3.82451370085,5.0,4.0,4.0,4.0,4.0,4.02736287893,5.0,3.92593288822,3.73444965811,3.63277017229,3.66278907924,5.0,4.0,4.0,4.0,4.21763237914,5.0,5.0,5.0
5.0,5.0,3.7410418157,4.16681684269,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,4.0,4.0,1.0,4.2285714286,3.0,4.0,4.0,4.0,3.82108911515,4.0,2.0,3.7410418157,3.7410418157,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.40870453514,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0
5.0,5.0,4.11538920743,4.76104973232,4.01669910431,5.0,4.15011736406,5.0,5.0,5.0,4.45130498252,4.0,5.0,5.0,1.0,4.0,5.0,1.0,4.8846153846,5.0,3.92710915564,4.05279840114,4.54917658643,3.99519215221,3.96412956377,3.88939818118,4.11538920743,4.11538920743,5.0,5.0,5.0,5.0,5.0,4.28151365656,4.0,5.0,4.60495796215,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.08605106059,3.9152566843,3.92663623859,3.88993792403,3.73337315837,3.9804801604,3.59655576611,3.68133737835,4.03093223336,3.95285694521,4.07607014951,4.0,3.70082433442,5.0,5.0,4.0,3.6247210475,1.0,4.3076923077,4.06711170744,3.68528074656,3.65876407386,4.28208337263,3.72659713713,3.70268094035,3.42012580337,3.92663623859,3.92663623859,4.0,5.0,4.0,4.0,4.0,3.92478015835,4.0,4.00145339297,3.80822804429,3.71447834575,3.72859484182,5.0,4.13875667818,4.0,5.0,3.83003857666,4.0,5.0,5.0
5.0,5.0,3.9055310496,4.62016313798,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,4.3714285714,5.0,3.0,4.0,5.0,3.42429816309,3.0,3.0,3.9055310496,3.9055310496,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.80692477714,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
4.0,4.0,3.91586494674,4.0,4.0,4.0,4.07561640603,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,1.0,4.3333333333,5.0,4.41443569203,4.35853070786,4.61917135274,4.4426512534,4.12979486149,4.02236431532,3.91586494674,3.91586494674,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.04028916749,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0
5.0,5.0,4.14689552068,4.68012636466,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,4.7428571429,4.71945708256,5.0,4.0,5.0,4.53998201181,5.0,5.0,4.14689552068,4.14689552068,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.60776005577,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
5.0,5.0,4.3360673587,4.88691421298,4.4860360911,5.0,5.0,5.0,5.0,5.0,4.78684255726,5.0,4.32688002791,5.0,1.0,5.0,5.0,1.0,5.0,4.93491292374,5.0,5.0,5.0,4.92646962173,5.0,5.0,4.3360673587,4.3360673587,5.0,5.0,5.0,5.0,5.0,4.69970173624,5.0,5.0,4.9681012042,5.0,5.0,5.0,5.0,5.0,5.0,4.87164213855,5.0,5.0,5.0
3.0,3.89335524799,4.22626271282,3.69944289562,3.42270716486,3.95997363157,5.0,3.55835743291,3.92823612224,3.78589989885,4.05873227316,3.0,3.0,5.0,4.0,3.0,4.10993014934,1.0,4.3333333333,5.0,5.0,5.0,5.0,4.64420616345,5.0,5.0,4.22626271282,4.22626271282,5.0,5.0,3.0,3.0,4.0,3.77549774217,4.0,4.43325990201,4.31843935369,4.23152829271,4.26215440921,5.0,4.21494280793,5.0,4.29966087261,3.94290124655,5.0,5.0,5.0
5.0,3.38856745458,2.9992036198,3.0,1.17856165297,3.36016482249,2.30173426721,2.87283653736,3.49002834678,3.3092560188,3.0,4.0,3.0,5.0,1.0,1.0,2.91910830155,1.0,3.2,3.0,1.0,1.0,1.0,1.38380260747,1.0,1.0,2.9992036198,2.9992036198,5.0,5.0,2.0,4.0,5.0,1.75796852246,4.0,5.0,3.2335343201,3.16004579569,3.04888830639,5.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0
5.0,5.0,3.94037087192,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.4506768117,5.0,3.0,4.0,3.0,1.0,4.3529411765,5.0,4.0,4.0,4.0,3.64533747021,3.0,4.0,3.94037087192,3.94037087192,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.98081215954,3.0,3.0,5.0,4.0,5.0,4.0,4.5159563934,5.0,5.0,5.0
4.0,3.7177629431,3.41570993054,3.0,2.53585620152,3.75560681206,4.0,3.42023230031,3.76230895258,3.62392998627,2.0,4.0,4.0,3.0,2.0,2.0,3.53156537885,2.0,3.7307692308,4.0,5.0,4.0,4.0,3.18611976693,4.0,4.0,3.41570993054,3.41570993054,4.0,4.0,3.0,4.0,4.0,2.90716011839,4.0,4.0,3.76257911168,3.62749034916,3.64005359733,4.0,4.0,4.0,3.54694678175,4.0,3.0,4.0,5.0
5.0,4.37659463286,3.93392339517,4.0,4.11906393293,4.3641256473,4.0,4.17934558041,4.46174617165,4.40065704281,5.0,4.0,5.0,5.0,1.0,4.0,3.74936263922,1.0,4.4230769231,4.0,4.0,3.0,5.0,3.71821397763,3.0,4.0,3.93392339517,3.93392339517,5.0,5.0,4.0,5.0,4.0,4.28749396587,5.0,4.0,3.9404269899,3.82683652166,3.85922512159,5.0,5.0,4.0,4.38548309057,5.0,4.0,5.0,5.0
5.0,5.0,3.90629739557,4.63174701249,3.70643576288,4.0,4.0,5.0,5.0,5.0,4.1369651627,5.0,4.0,5.0,1.0,4.0,4.42740280188,1.0,4.4642857143,4.48814624751,4.0,4.0,5.0,3.85122539805,4.0,3.0,3.90629739557,3.90629739557,5.0,4.0,4.0,5.0,4.0,3.98619044664,4.0,4.64585521868,4.57126966166,4.4696487412,4.46116243208,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0
3.69524635975,3.57018880565,3.64164672927,3.45168638521,3.25417505415,3.6410578042,3.54498944633,3.32391298651,3.64003937832,3.53237949665,3.68979692979,3.7027785671,3.33041641569,4.39615278553,3.0,3.36261363449,3.45697263522,0.0,3.77157301431,3.75291324191,3.75511769322,3.67423816333,4.24025885269,3.78635252967,3.59625146356,3.39763782189,3.64164672927,3.64164672927,4.17171980278,4.19995941854,3.71734473366,3.50720864329,3.74889690733,3.50373992958,3.75877977864,3.77655390735,3.65659456297,3.5431691604,3.58393209507,4.30186303479,3.81551368963,3.82633031891,3.77064055902,3.48264639962,3.46875240977,4.33267621965,5.0
4.0,4.0,3.47104319493,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.90056974157,5.0,1.0,3.0,3.58475707073,1.0,3.7666666667,3.84969918121,3.0,3.0,5.0,3.23344811747,3.0,2.0,3.47104319493,3.47104319493,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.93813790782,3.79969082056,3.70188669303,3.69814037728,5.0,4.0,4.0,5.0,4.27482303704,3.0,5.0,5.0
4.0,3.86632889652,3.59336088063,4.0,3.01016426033,3.85638338404,4.0,3.54808449849,3.9128982187,3.80377307181,4.0,3.0,3.59035814608,5.0,3.0,3.0,3.68286180206,1.0,3.9166666667,4.0,4.0,3.0,4.0,3.49996535933,3.0,3.0,3.59336088063,3.59336088063,5.0,4.0,4.0,4.0,4.0,3.34311484703,4.0,3.0,3.87861002065,3.79132651687,3.78685632307,5.0,4.0,4.0,4.0,4.01325623889,4.0,5.0,5.0
5.0,4.0,3.69072579113,4.10796182148,2.61152138436,5.0,4.24744885924,4.0,5.0,4.0,3.33404713441,4.0,2.84080710871,5.0,1.0,4.0,5.0,1.0,4.2916666667,4.0,3.843567347,3.8590852518,4.65736994592,3.96005635276,4.04606423881,3.77829997248,3.69072579113,3.69072579113,5.0,4.0,2.0,3.0,4.0,3.07507904906,3.0,5.0,4.76432946107,5.0,5.0,5.0,5.0,4.0,4.04749241058,4.00905183227,3.0,5.0,5.0
5.0,5.0,3.98840761601,4.72032517856,4.17511624316,5.0,4.21216107226,5.0,5.0,5.0,4.43950376837,5.0,4.13504014866,5.0,1.0,4.0,4.46766062272,1.0,4.75,5.0,4.15995600117,4.25692523334,4.46483406688,4.23876831234,4.09342165905,4.08506378028,3.98840761601,3.98840761601,5.0,5.0,5.0,4.0,3.0,4.36953183281,5.0,4.63994140191,4.5889834925,4.47452975104,4.4998379379,5.0,5.0,5.0,5.0,4.63844641719,4.0,5.0,5.0
5.0,5.0,3.8958514324,4.91062021591,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.60295464209,5.0,1.0,5.0,5.0,1.0,4.59375,5.0,5.0,3.0,3.0,4.43246570847,4.0,4.0,3.8958514324,3.8958514324,5.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,4.69656907312,5.0,5.0,5.0,4.0,5.0,5.0,4.24986886709,4.01194243959,5.0,5.0
5.16620664552,4.996810151,4.33570360828,4.92111150294,4.68942050093,4.95930340436,4.22815379882,4.82690179619,5.06220789387,5.01905022624,5.0,5.0,4.93164219367,5.0,1.0,5.0,4.38612779746,1.0,5.0,4.86991441123,4.2398170502,4.3454387736,4.61902119782,4.29067436854,4.16075136116,4.12580207036,4.33570360828,4.33570360828,5.0,5.0,5.0,5.0,5.0,4.83570914251,5.0,5.0,4.54380296512,4.42884473466,4.46253353275,5.0,5.04215582428,5.0,5.0,5.09166224876,5.0,5.0,5.0
