IDX,Qtr,Credit_Score,Satisfaction,Value,Ease,Relationship,Profit,Communications,Product_Quality,Support_Quality,Partnership_Committed,Support_Importance,Will_Recommend,Continue,Sales_Expectation,Competitor_Comparison,Acct_Mgr_Quality,Support_Mgr_Quality,Team_Comparison,Acct_Team_Ability,Acct_Team_Problem_Solver,Acct_Team_Info,Acct_Team_Plan,Acct_Team_Contribution,Acct_Team_Sales_Support,Operation_Support_Quality,Acct_Team_Satisfaction,Acct_Team_Engagement,Sales_Training,Service_Account_Team_Satisfaction,Service_Support,Service_Sales_Support,Solutions_Support,Joint_Service_Delivery,Online_Tools/Applications_Satisfaction,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Colloboration,Online_Tools_Timeliness,Online_Tools_Sufficient,Online_Tools_Help,Acct_Team_Leadership,Acct_Team_Breadth,Mean_Sat,Mktg_Proj,Svc_Proj
59,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.99566444503,5.0,5.0,4.0,3.0,4.0,4.0,3.66067705197,3.0,4.0,3.0,3.91025092168,3.60991638072,3.76896537084,3.66341095923,3.51408711499,4.0,4.0,3.0,4.0,3.66067705197,3.41014125339,3.74680591998,3.95531799241,3.66067705197,3.9655172414,3.9655172414,3.75205260245
61,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.710485466,3.0,3.0,3.0,3.0,3.0,3.0,3.31576302812,3.55864916624,3.03064230514,3.2670396647,3.31015498677,3.36075805048,3.44112897559,3.43605872562,3.25320015822,5.0,5.0,5.0,4.0,3.31576302812,4.13065528119,4.38637704548,3.99942140388,3.31576302812,3.5769230769,3.0,3.60624292596
62,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.33563598089,4.0,4.1325130921,5.0,4.0,4.0,4.66163023914,4.48298199734,4.5020262068,4.4760711026,4.42619883829,4.0,4.0,4.0,4.0,4.1325130921,3.82667742336,4.07855482479,4.11639295726,4.1325130921,4.4642857143,4.40343174811,4.50945434511
67,1.0,4.0,4.0,3.72056307289,3.75425602294,3.93240017682,4.06200713551,4.00490184858,4.4207462705,4.09483271253,4.19391657,4.26730500206,4.37994470598,4.47190785582,3.86815470197,3.33574382445,4.13743861287,4.06958540671,3.52775939017,3.98682462461,3.99437319578,4.08581389472,3.73085044372,3.88778556779,3.94112239161,3.99880685309,3.93049861401,3.66241076963,3.79922208667,3.90902475927,3.78786378096,3.9594930652,3.80969382476,3.71015653299,4.151177252,4.44611341276,4.17183571492,4.00240828035,3.99880685309,3.97972422208,4.06813046464,4.0288903702,3.99880685309,4.0,4.06829357249,3.92938552939
68,1.0,1.0,4.02582734078,3.77533789606,3.56425269757,3.8297581709,4.01281906919,3.79421715648,4.26199748455,3.9912317177,4.1804263755,4.27681067861,4.38634356321,4.42488374442,3.75994379651,4.10207893685,3.94211704355,3.88167958035,4.35162767367,3.72206192393,3.72484209474,3.7085381478,3.44322349752,3.63148722049,3.66581028335,3.52704021727,3.77094167179,3.35877352607,3.56861985862,3.47809701574,3.34924369611,3.44537147478,3.42626803157,3.25279143925,3.7131621535,4.13743492915,3.71612767023,3.65444835435,3.52704021727,3.55945393706,3.80276616135,3.70710984708,3.52704021727,3.89444022007,3.74444120333,3.78839848182
69,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.02647617185,5.0,5.0,4.67345106613,5.0,5.0,5.0,5.0,5.0,5.0,3.9878910469,4.17604455054,3.76297970788,4.01310609328,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9878910469,3.6410069858,3.84462943581,4.08633509696,3.9878910469,4.5,4.0,4.25970652928
70,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.59573351039,3.4602175255,3.4810154239,3.44343840922,3.16450484202,4.0,3.37080769744,3.45068507555,4.0,2.85741495664,3.2014134521,3.0,3.20771381356,3.33029536344,3.29146990714,3.12252874491,4.0,5.0,4.0,4.0,3.45068507555,3.85674495627,4.14470331222,3.99385082992,3.45068507555,3.8260869565,3.0,3.5684555416
71,1.0,1.0,4.0,3.48514749809,3.54697795869,3.84557962522,3.62532767814,3.67239642133,4.11829289437,3.99959892727,4.33438058936,4.65037313111,4.44967994204,4.5035535325,3.88710261757,3.28197516854,4.15107864287,4.01896310748,3.77701605956,4.03845786835,4.08902017417,4.04586230823,3.78426390934,3.80127827522,3.96008989459,3.58027117763,3.79223492229,3.36231862604,3.70983265427,3.83778458568,3.67898238397,3.78662584391,3.74576074185,3.67846696798,3.80974127361,4.34284868987,3.88371124865,3.83846340342,3.58027117763,3.6065845256,3.8290503961,3.87354146096,3.58027117763,4.0,4.07579904704,3.85398139396
75,1.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.95912406652,5.0,5.0,4.17498177854,4.53392396768,4.64008716956,4.4348974238,4.27645989101,5.0,4.58669437968,4.13896723142,5.0,4.13231631478,4.24611016053,5.0,4.1134375739,4.20498358006,4.19870241015,4.07449344609,5.0,5.0,5.0,4.0,4.13896723142,4.44812719763,4.58211609231,4.57440515844,4.13896723142,4.7272727273,4.0,4.26195595799
76,1.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.98687930449,4.0,5.0,3.0,3.0,3.0,4.0,3.49568120704,5.0,4.0,4.0,4.09909408238,4.16876262713,4.19517833337,4.25602033735,4.15778904643,3.96928035066,3.78722568449,3.87232444017,3.82995713348,3.49568120704,4.05298367004,3.99619964611,3.85364501493,3.49568120704,4.0,3.90149981873,4.0
78,1.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.54405635598,4.39702012946,4.45542641504,4.22573677954,4.04665175639,5.0,4.42752038803,3.99344231183,3.0,3.70564991838,3.86679769277,3.0,3.52405175145,3.61005948151,3.62578173847,3.43965008863,4.56065732914,4.78328117791,4.38848079263,4.17237760759,3.99344231183,4.01405003138,4.23507183343,4.27470574693,3.99344231183,4.5263157895,5.0,4.0458577638
81,1.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.88779407302,5.0,5.0,4.0,5.0,5.0,4.80787572806,5.0,4.40981561963,4.51419512914,4.42763977949,4.21246017267,4.0,4.4522607794,4.26448684565,4.700115318,4.50116920845,4.57416858031,4.45079109688,4.30423805968,4.34481142714,4.30836801103,4.22719129348,4.0,5.0,4.0,4.0,4.26448684565,4.03517737077,4.22672947255,4.20287806539,4.26448684565,4.4210526316,4.48733390874,5.0
82,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.91654944813,4.0,4.0,4.0,4.0,4.0,4.0,3.51949285861,3.0,3.39943802717,3.43200639644,3.75082548246,3.43762373818,3.54063340905,3.39185709511,3.38604521487,2.0,3.32640838314,2.0,2.0,3.51949285861,2.39568604328,2.42772361662,2.78649035098,3.51949285861,3.6153846154,4.0,4.0
83,1.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.12988022603,5.0,5.0,5.0,5.0,5.0,5.0,4.02474138162,4.0,3.0,4.0,4.42028016446,4.20244728453,4.49345669504,4.37455174831,4.19599100827,4.0,5.0,5.0,5.0,4.02474138162,4.33214555721,4.44046481353,4.61905785426,4.02474138162,4.4482758621,5.0,4.11722528929
84,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.78606724133,3.80020724262,3.65453792253,3.93335866009,3.55181583833,3.55894451464,3.50919061538,3.28549321096,3.5381962193,3.50693636117,3.4312625587,3.72232815578,3.30558039473,3.45957128156,3.5027902883,3.43514790446,3.54930021381,3.53848010464,3.33431789361,4.0,4.0,4.0,4.0,3.4312625587,3.90122653222,4.08180108649,3.89182769736,3.4312625587,3.9411764706,3.0,3.71921370982
88,1.0,1.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.7222265081,3.0,5.0,3.12451635554,3.0,3.0,3.0,3.0,3.0,3.0,3.43718062265,5.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.43718062265,4.52642581727,4.41571368028,3.86754727421,3.43718062265,3.6666666667,3.0,2.0
89,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.32285070284,4.83842948006,3.83748146005,3.85648590114,3.83472190945,3.59161664335,4.0,3.78524403475,3.58011530218,4.0,3.7320185047,3.88635123834,4.0,3.66691562974,3.72276173989,3.70404628554,3.5876299731,3.2619990362,3.86527362651,3.34433042313,3.41814096316,3.58011530218,3.31382451536,3.53395118992,3.49775003352,3.58011530218,4.2222222222,4.0,5.0
93,1.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.68975118191,3.0,1.0,4.0,1.0,3.0,4.0,3.39328756888,3.75460155847,3.50614563609,3.64475021963,3.23682192326,3.20064488418,3.213992788,3.19375351304,3.20173037101,3.80718603077,3.9617321611,3.85888907328,3.70388512593,3.39328756888,3.43287999925,3.52700231099,3.35465967855,3.39328756888,3.3636363636,3.58476522567,3.64675384119
95,1.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.78764791729,5.0,5.0,5.0,4.93909944835,4.99173939809,4.99696117686,4.75442329835,5.0,4.91931220991,4.64397567399,5.0,4.94343690497,5.0,5.0,4.76413079597,4.86461923705,4.85079858504,4.73733935373,5.0,5.0,5.0,5.0,4.64397567399,4.94520821071,5.0,4.98377753391,4.64397567399,4.9545454546,5.0,5.0
96,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.95533542093,5.0,5.0,5.0,4.8841070917,4.8902201047,4.88361696924,4.59819357811,5.0,4.79060403936,4.58577962675,4.88720948234,4.46077267643,4.77465447342,4.71319370445,4.51818099781,4.65094099565,4.63566212706,4.44481286562,4.85038512162,5.0,4.92343722473,4.91292542209,4.58577962675,4.81843400967,5.0,4.98850106446,4.58577962675,5.0,5.0,5.0
99,1.0,3.0,3.0,3.24460068088,2.78425559545,2.9102115997,3.22510474824,3.38039158048,3.97833331913,3.52551518421,3.62905449485,4.13905917448,3.87465397256,3.96505546079,3.49876159135,3.14090908617,3.2451538318,3.53264149102,3.33414666349,3.02005032057,3.15110763513,3.13542028164,2.88204256218,2.93456646958,3.02342353671,3.31765798475,3.46789515273,3.14037604679,3.33162017595,3.4965273519,3.45694594741,3.49676780388,3.40330728142,3.39238400534,3.44040611846,4.11957921578,3.50095792969,3.41834219199,3.31765798475,3.36923664797,3.58245354408,3.46037521236,3.31765798475,3.0,3.35462428903,3.3879219101
100,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.78036555059,4.21298041608,4.3859692793,4.19715250238,3.97032437609,5.0,4.24043405311,3.98187034525,4.03130734939,3.54346616165,3.81034879856,4.20808400928,4.10872907728,4.20042556725,4.1038852753,4.06256366152,4.0,5.0,4.0,4.0,3.98187034525,3.90809673571,4.13831947528,4.24800338128,3.98187034525,4.2857142857,4.22163590962,3.96515000143
101,1.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.46520304196,4.89020242106,5.0,4.84451096685,4.64374560832,5.0,4.91117543067,4.35128534207,5.0,4.17847211917,4.32394248247,5.0,4.66293445194,4.73486346023,4.64390814829,4.64863832815,4.08869038723,4.73084860602,4.08903763857,4.04116538543,4.35128534207,3.90125792768,4.00498595146,4.24017743463,4.35128534207,4.6842105263,5.0,4.0
102,1.0,1.0,4.0,3.78538427399,3.59189990228,3.77909583885,3.9380120825,4.03035874188,4.26836994954,4.10025733261,4.01606786708,4.11403983746,4.20357243948,4.22235442113,3.46810576884,3.77098073921,4.09367105161,4.13402099191,4.16043980216,3.86460329526,3.8757770147,3.8785534744,3.60416099813,3.73079699373,3.78133078367,3.53179783167,3.71400533789,3.28202116625,3.55535834584,3.81986927941,3.68041262219,3.80614187346,3.77064207889,3.59764633161,3.73363058821,4.16205130996,3.78275480957,3.76136853753,3.53179783167,3.74362208141,3.98529647912,3.88849292475,3.53179783167,4.0,3.79226742134,3.87437897804
103,1.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.60292394889,4.06300264348,4.02121706412,4.03605079166,3.7828805667,5.0,4.0331253802,3.96189384948,4.43888034652,4.44721418899,4.40748482248,3.0,3.43300103763,3.46594313078,3.4155272888,3.43385325053,3.58922251219,3.85979955546,3.62473367657,3.54562152067,3.96189384948,3.16542736937,3.16739785957,3.28015671172,3.96189384948,4.0,4.28574470713,4.12375366646
106,1.0,2.0,4.08962205602,3.67779866519,3.79292645055,3.94087782098,4.05948264191,3.99081593053,4.27175824528,4.16663660214,4.24505542674,4.27786425292,4.39964328777,4.4347328923,3.49465302834,3.58924958178,3.95930160704,3.97055812666,3.89561037332,3.82785895587,3.8082760366,3.84983620251,3.51813662401,3.63610204788,3.72217705908,3.62973704231,3.77291760469,3.4164825172,3.69283980009,3.70392264112,3.47185062099,3.65022504647,3.57815795135,3.39342273511,3.82229756831,4.09348024952,3.90679738374,3.85533822313,3.62973704231,3.7903199136,3.99806502828,3.91967518239,3.62973704231,3.95056645834,3.94529043433,3.87613544217
107,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.22204377281,4.03309341179,3.55719728917,3.2903867758,3.76816990839,3.85010449018,3.77091735478,3.54837846302,3.7912974453,3.8394223227,3.56412918231,3.91267664442,3.69596209425,3.71229497329,3.41757544688,3.37820784976,3.49490419327,3.43891305828,3.32717851055,4.0,4.0,4.0,3.74905328822,3.56412918231,3.75836469863,3.81579669078,3.77398916321,3.56412918231,3.8125,3.84991275113,3.56262407968
108,1.0,2.0,4.0,3.64677111878,3.8399561831,3.8743527128,3.58308543421,3.79137131589,4.10407180955,4.08285969901,4.00149503416,4.25301415,4.04709967003,4.06399748403,3.46745593116,3.66520614134,3.78536375762,3.7387462712,3.68697351808,3.55920556125,3.67386982479,3.58736659859,3.44910060292,3.55568845236,3.60564654216,3.59097132544,4.15964527537,3.90909897053,3.95832233607,3.83218695811,3.89190704325,3.90820235038,3.91168786353,3.87110370688,4.23461296922,4.32352546972,4.20507949869,4.07484868741,3.59097132544,4.1283938307,4.22921429317,4.01554503897,3.59097132544,4.0,3.82338946058,3.85565897847
109,1.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,4.96587902164,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.58457042156,5.0,4.31073370883,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.31073370883,4.55466359953,4.79892434727,4.72395794152,4.31073370883,4.8125,4.8125,5.0
110,1.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.36435658282,3.4728030559,3.52642890426,3.39933892316,3.22361016696,4.0,3.57728300317,3.21653661797,3.7230679652,3.53353304318,3.45142554525,2.72383319309,2.65890414209,2.65146182725,2.66603211523,2.57566019701,3.0691465756,3.60187724695,2.92857070821,2.82106066796,3.21653661797,2.58484451926,2.71228892627,2.77671439321,3.21653661797,3.6470588235,5.0,3.27842768927
113,1.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.33755913161,4.0,4.0,3.41575764211,3.0,4.0,3.0,3.0,3.0,3.0,3.11817804326,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.11817804326,3.15070432668,3.22081503656,3.10666328144,3.11817804326,3.3333333333,3.33685524836,3.0
114,1.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,3.84781745466,4.0,5.0,4.30537317477,3.0,3.0,2.0,3.18444403816,3.38765045578,4.0,3.83005276373,3.0,2.67232756491,3.0,3.81001695828,3.76139824013,3.81803339174,3.65567442736,3.58725139163,4.0,5.0,4.0,3.0,3.83005276373,3.39139922803,3.78826417801,3.750642904,3.83005276373,3.6,3.43870214447,4.0
